Card1,Card2,Card3,Card4,Card5,Payout,Payout_4,Payout_13,Payout_31,Payout_51,Increase
A,4,9,5,3,0,0,0,0,0,0
2,4,9,5,3,0,0,0,0,0,0
3,4,9,5,3,0,0,0,0,0,0
4,4,9,5,3,13,0,1,0,0,1
5,4,9,5,3,4,1,0,0,0,1
6,4,9,5,3,4,1,0,0,0,1
7,4,9,5,3,4,1,0,0,0,1
8,4,9,5,3,0,0,0,0,0,0
9,4,9,5,3,0,0,0,0,0,0
T,4,9,5,3,0,0,0,0,0,0
J,4,9,5,3,0,0,0,0,0,0
Q,4,9,5,3,0,0,0,0,0,0
K,4,9,5,3,0,0,0,0,0,0
A,5,9,5,3,0,0,0,0,0,0
2,5,9,5,3,0,0,0,0,0,0
3,5,9,5,3,0,0,0,0,0,0
4,5,9,5,3,4,1,0,0,0,1
5,5,9,5,3,13,0,1,0,0,1
6,5,9,5,3,4,1,0,0,0,1
7,5,9,5,3,0,0,0,0,0,0
8,5,9,5,3,0,0,0,0,0,0
9,5,9,5,3,0,0,0,0,0,0
T,5,9,5,3,0,0,0,0,0,0
J,5,9,5,3,0,0,0,0,0,0
Q,5,9,5,3,0,0,0,0,0,0
K,5,9,5,3,0,0,0,0,0,0
A,6,9,5,3,0,0,0,0,0,0
2,6,9,5,3,0,0,0,0,0,0
3,6,9,5,3,4,1,0,0,0,1
4,6,9,5,3,4,1,0,0,0,1
5,6,9,5,3,4,1,0,0,0,1
6,6,9,5,3,13,0,1,0,0,1
7,6,9,5,3,0,0,0,0,0,0
8,6,9,5,3,0,0,0,0,0,0
9,6,9,5,3,0,0,0,0,0,0
T,6,9,5,3,0,0,0,0,0,0
J,6,9,5,3,0,0,0,0,0,0
Q,6,9,5,3,0,0,0,0,0,0
K,6,9,5,3,0,0,0,0,0,0
A,7,9,5,3,0,0,0,0,0,0
2,7,9,5,3,4,1,0,0,0,1
3,7,9,5,3,4,1,0,0,0,1
4,7,9,5,3,4,1,0,0,0,1
5,7,9,5,3,0,0,0,0,0,0
6,7,9,5,3,0,0,0,0,0,0
7,7,9,5,3,4,1,0,0,0,1
8,7,9,5,3,0,0,0,0,0,0
9,7,9,5,3,0,0,0,0,0,0
T,7,9,5,3,0,0,0,0,0,0
J,7,9,5,3,0,0,0,0,0,0
Q,7,9,5,3,0,0,0,0,0,0
K,7,9,5,3,0,0,0,0,0,0
A,8,9,5,3,0,0,0,0,0,0
2,8,9,5,3,4,1,0,0,0,1
3,8,9,5,3,4,1,0,0,0,1
4,8,9,5,3,0,0,0,0,0,0
5,8,9,5,3,0,0,0,0,0,0
6,8,9,5,3,0,0,0,0,0,0
7,8,9,5,3,0,0,0,0,0,0
8,8,9,5,3,4,1,0,0,0,1
9,8,9,5,3,0,0,0,0,0,0
T,8,9,5,3,0,0,0,0,0,0
J,8,9,5,3,0,0,0,0,0,0
Q,8,9,5,3,0,0,0,0,0,0
K,8,9,5,3,0,0,0,0,0,0
A,9,9,5,3,0,0,0,0,0,0
2,9,9,5,3,4,1,0,0,0,1
3,9,9,5,3,0,0,0,0,0,0
4,9,9,5,3,0,0,0,0,0,0
5,9,9,5,3,0,0,0,0,0,0
6,9,9,5,3,0,0,0,0,0,0
7,9,9,5,3,0,0,0,0,0,0
8,9,9,5,3,0,0,0,0,0,0
9,9,9,5,3,13,0,1,0,0,1
T,9,9,5,3,0,0,0,0,0,0
J,9,9,5,3,0,0,0,0,0,0
Q,9,9,5,3,0,0,0,0,0,0
K,9,9,5,3,0,0,0,0,0,0
A,T,9,5,3,0,0,0,0,0,0
2,T,9,5,3,0,0,0,0,0,0
3,T,9,5,3,0,0,0,0,0,0
4,T,9,5,3,0,0,0,0,0,0
5,T,9,5,3,0,0,0,0,0,0
6,T,9,5,3,0,0,0,0,0,0
7,T,9,5,3,0,0,0,0,0,0
8,T,9,5,3,0,0,0,0,0,0
9,T,9,5,3,0,0,0,0,0,0
T,T,9,5,3,0,0,0,0,0,0
J,T,9,5,3,0,0,0,0,0,0
Q,T,9,5,3,0,0,0,0,0,0
K,T,9,5,3,0,0,0,0,0,0
A,J,9,5,3,0,0,0,0,0,0
2,J,9,5,3,0,0,0,0,0,0
3,J,9,5,3,0,0,0,0,0,0
4,J,9,5,3,0,0,0,0,0,0
5,J,9,5,3,0,0,0,0,0,0
6,J,9,5,3,0,0,0,0,0,0
7,J,9,5,3,0,0,0,0,0,0
8,J,9,5,3,0,0,0,0,0,0
9,J,9,5,3,0,0,0,0,0,0
T,J,9,5,3,0,0,0,0,0,0
J,J,9,5,3,0,0,0,0,0,0
Q,J,9,5,3,0,0,0,0,0,0
K,J,9,5,3,0,0,0,0,0,0
A,Q,9,5,3,0,0,0,0,0,0
2,Q,9,5,3,0,0,0,0,0,0
3,Q,9,5,3,0,0,0,0,0,0
4,Q,9,5,3,0,0,0,0,0,0
5,Q,9,5,3,0,0,0,0,0,0
6,Q,9,5,3,0,0,0,0,0,0
7,Q,9,5,3,0,0,0,0,0,0
8,Q,9,5,3,0,0,0,0,0,0
9,Q,9,5,3,0,0,0,0,0,0
T,Q,9,5,3,0,0,0,0,0,0
J,Q,9,5,3,0,0,0,0,0,0
Q,Q,9,5,3,0,0,0,0,0,0
K,Q,9,5,3,0,0,0,0,0,0
A,K,9,5,3,0,0,0,0,0,0
2,K,9,5,3,0,0,0,0,0,0
3,K,9,5,3,0,0,0,0,0,0
4,K,9,5,3,0,0,0,0,0,0
5,K,9,5,3,0,0,0,0,0,0
6,K,9,5,3,0,0,0,0,0,0
7,K,9,5,3,0,0,0,0,0,0
8,K,9,5,3,0,0,0,0,0,0
9,K,9,5,3,0,0,0,0,0,0
T,K,9,5,3,0,0,0,0,0,0
J,K,9,5,3,0,0,0,0,0,0
Q,K,9,5,3,0,0,0,0,0,0
K,K,9,5,3,0,0,0,0,0,0
A,A,T,5,3,4,1,0,0,0,1
2,A,T,5,3,0,0,0,0,0,0
3,A,T,5,3,0,0,0,0,0,0
4,A,T,5,3,0,0,0,0,0,0
5,A,T,5,3,0,0,0,0,0,0
6,A,T,5,3,0,0,0,0,0,0
7,A,T,5,3,0,0,0,0,0,0
8,A,T,5,3,0,0,0,0,0,0
9,A,T,5,3,0,0,0,0,0,0
T,A,T,5,3,0,0,0,0,0,0
J,A,T,5,3,0,0,0,0,0,0
Q,A,T,5,3,0,0,0,0,0,0
K,A,T,5,3,0,0,0,0,0,0
A,2,T,5,3,0,0,0,0,0,0
2,2,T,5,3,4,1,0,0,0,1
3,2,T,5,3,0,0,0,0,0,0
4,2,T,5,3,0,0,0,0,0,0
5,2,T,5,3,0,0,0,0,0,0
6,2,T,5,3,0,0,0,0,0,0
7,2,T,5,3,4,1,0,0,0,1
8,2,T,5,3,4,1,0,0,0,1
9,2,T,5,3,4,1,0,0,0,1
T,2,T,5,3,0,0,0,0,0,0
J,2,T,5,3,0,0,0,0,0,0
Q,2,T,5,3,0,0,0,0,0,0
K,2,T,5,3,0,0,0,0,0,0
A,3,T,5,3,0,0,0,0,0,0
2,3,T,5,3,0,0,0,0,0,0
3,3,T,5,3,4,1,0,0,0,1
4,3,T,5,3,0,0,0,0,0,0
5,3,T,5,3,0,0,0,0,0,0
6,3,T,5,3,4,1,0,0,0,1
7,3,T,5,3,4,1,0,0,0,1
8,3,T,5,3,4,1,0,0,0,1
9,3,T,5,3,0,0,0,0,0,0
T,3,T,5,3,0,0,0,0,0,0
J,3,T,5,3,0,0,0,0,0,0
Q,3,T,5,3,0,0,0,0,0,0
K,3,T,5,3,0,0,0,0,0,0
A,4,T,5,3,0,0,0,0,0,0
2,4,T,5,3,0,0,0,0,0,0
3,4,T,5,3,0,0,0,0,0,0
4,4,T,5,3,13,0,1,0,0,1
5,4,T,5,3,4,1,0,0,0,1
6,4,T,5,3,4,1,0,0,0,1
7,4,T,5,3,4,1,0,0,0,1
8,4,T,5,3,0,0,0,0,0,0
9,4,T,5,3,0,0,0,0,0,0
T,4,T,5,3,0,0,0,0,0,0
J,4,T,5,3,0,0,0,0,0,0
Q,4,T,5,3,0,0,0,0,0,0
K,4,T,5,3,0,0,0,0,0,0
A,5,T,5,3,0,0,0,0,0,0
2,5,T,5,3,0,0,0,0,0,0
3,5,T,5,3,0,0,0,0,0,0
4,5,T,5,3,4,1,0,0,0,1
5,5,T,5,3,13,0,1,0,0,1
6,5,T,5,3,4,1,0,0,0,1
7,5,T,5,3,0,0,0,0,0,0
8,5,T,5,3,0,0,0,0,0,0
9,5,T,5,3,0,0,0,0,0,0
T,5,T,5,3,0,0,0,0,0,0
J,5,T,5,3,0,0,0,0,0,0
Q,5,T,5,3,0,0,0,0,0,0
K,5,T,5,3,0,0,0,0,0,0
A,6,T,5,3,0,0,0,0,0,0
2,6,T,5,3,0,0,0,0,0,0
3,6,T,5,3,4,1,0,0,0,1
4,6,T,5,3,4,1,0,0,0,1
5,6,T,5,3,4,1,0,0,0,1
6,6,T,5,3,13,0,1,0,0,1
7,6,T,5,3,0,0,0,0,0,0
8,6,T,5,3,0,0,0,0,0,0
9,6,T,5,3,0,0,0,0,0,0
T,6,T,5,3,0,0,0,0,0,0
J,6,T,5,3,0,0,0,0,0,0
Q,6,T,5,3,0,0,0,0,0,0
K,6,T,5,3,0,0,0,0,0,0
A,7,T,5,3,0,0,0,0,0,0
2,7,T,5,3,4,1,0,0,0,1
3,7,T,5,3,4,1,0,0,0,1
4,7,T,5,3,4,1,0,0,0,1
5,7,T,5,3,0,0,0,0,0,0
6,7,T,5,3,0,0,0,0,0,0
7,7,T,5,3,4,1,0,0,0,1
8,7,T,5,3,0,0,0,0,0,0
9,7,T,5,3,0,0,0,0,0,0
T,7,T,5,3,0,0,0,0,0,0
J,7,T,5,3,0,0,0,0,0,0
Q,7,T,5,3,0,0,0,0,0,0
K,7,T,5,3,0,0,0,0,0,0
A,8,T,5,3,0,0,0,0,0,0
2,8,T,5,3,4,1,0,0,0,1
3,8,T,5,3,4,1,0,0,0,1
4,8,T,5,3,0,0,0,0,0,0
5,8,T,5,3,0,0,0,0,0,0
6,8,T,5,3,0,0,0,0,0,0
7,8,T,5,3,0,0,0,0,0,0
8,8,T,5,3,4,1,0,0,0,1
9,8,T,5,3,0,0,0,0,0,0
T,8,T,5,3,0,0,0,0,0,0
J,8,T,5,3,0,0,0,0,0,0
Q,8,T,5,3,0,0,0,0,0,0
K,8,T,5,3,0,0,0,0,0,0
A,9,T,5,3,0,0,0,0,0,0
2,9,T,5,3,4,1,0,0,0,1
3,9,T,5,3,0,0,0,0,0,0
4,9,T,5,3,0,0,0,0,0,0
5,9,T,5,3,0,0,0,0,0,0
6,9,T,5,3,0,0,0,0,0,0
7,9,T,5,3,0,0,0,0,0,0
8,9,T,5,3,0,0,0,0,0,0
9,9,T,5,3,4,1,0,0,0,1
T,9,T,5,3,0,0,0,0,0,0
J,9,T,5,3,0,0,0,0,0,0
Q,9,T,5,3,0,0,0,0,0,0
K,9,T,5,3,0,0,0,0,0,0
A,T,T,5,3,0,0,0,0,0,0
2,T,T,5,3,0,0,0,0,0,0
3,T,T,5,3,0,0,0,0,0,0
4,T,T,5,3,0,0,0,0,0,0
5,T,T,5,3,0,0,0,0,0,0
6,T,T,5,3,0,0,0,0,0,0
7,T,T,5,3,0,0,0,0,0,0
8,T,T,5,3,0,0,0,0,0,0
9,T,T,5,3,0,0,0,0,0,0
T,T,T,5,3,0,0,0,0,0,0
J,T,T,5,3,0,0,0,0,0,0
Q,T,T,5,3,0,0,0,0,0,0
K,T,T,5,3,0,0,0,0,0,0
A,J,T,5,3,0,0,0,0,0,0
2,J,T,5,3,0,0,0,0,0,0
3,J,T,5,3,0,0,0,0,0,0
4,J,T,5,3,0,0,0,0,0,0
5,J,T,5,3,0,0,0,0,0,0
6,J,T,5,3,0,0,0,0,0,0
7,J,T,5,3,0,0,0,0,0,0
8,J,T,5,3,0,0,0,0,0,0
9,J,T,5,3,0,0,0,0,0,0
T,J,T,5,3,0,0,0,0,0,0
J,J,T,5,3,0,0,0,0,0,0
Q,J,T,5,3,0,0,0,0,0,0
K,J,T,5,3,0,0,0,0,0,0
A,Q,T,5,3,0,0,0,0,0,0
2,Q,T,5,3,0,0,0,0,0,0
3,Q,T,5,3,0,0,0,0,0,0
4,Q,T,5,3,0,0,0,0,0,0
5,Q,T,5,3,0,0,0,0,0,0
6,Q,T,5,3,0,0,0,0,0,0
7,Q,T,5,3,0,0,0,0,0,0
8,Q,T,5,3,0,0,0,0,0,0
9,Q,T,5,3,0,0,0,0,0,0
T,Q,T,5,3,0,0,0,0,0,0
J,Q,T,5,3,0,0,0,0,0,0
Q,Q,T,5,3,0,0,0,0,0,0
K,Q,T,5,3,0,0,0,0,0,0
A,K,T,5,3,0,0,0,0,0,0
2,K,T,5,3,0,0,0,0,0,0
3,K,T,5,3,0,0,0,0,0,0
4,K,T,5,3,0,0,0,0,0,0
5,K,T,5,3,0,0,0,0,0,0
6,K,T,5,3,0,0,0,0,0,0
7,K,T,5,3,0,0,0,0,0,0
8,K,T,5,3,0,0,0,0,0,0
9,K,T,5,3,0,0,0,0,0,0
T,K,T,5,3,0,0,0,0,0,0
J,K,T,5,3,0,0,0,0,0,0
Q,K,T,5,3,0,0,0,0,0,0
K,K,T,5,3,0,0,0,0,0,0
A,A,J,5,3,4,1,0,0,0,1
2,A,J,5,3,0,0,0,0,0,0
3,A,J,5,3,0,0,0,0,0,0
4,A,J,5,3,0,0,0,0,0,0
5,A,J,5,3,0,0,0,0,0,0
6,A,J,5,3,0,0,0,0,0,0
7,A,J,5,3,0,0,0,0,0,0
8,A,J,5,3,0,0,0,0,0,0
9,A,J,5,3,0,0,0,0,0,0
T,A,J,5,3,0,0,0,0,0,0
J,A,J,5,3,0,0,0,0,0,0
Q,A,J,5,3,0,0,0,0,0,0
K,A,J,5,3,0,0,0,0,0,0
A,2,J,5,3,0,0,0,0,0,0
2,2,J,5,3,4,1,0,0,0,1
3,2,J,5,3,0,0,0,0,0,0
4,2,J,5,3,0,0,0,0,0,0
5,2,J,5,3,0,0,0,0,0,0
6,2,J,5,3,0,0,0,0,0,0
7,2,J,5,3,4,1,0,0,0,1
8,2,J,5,3,4,1,0,0,0,1
9,2,J,5,3,4,1,0,0,0,1
T,2,J,5,3,0,0,0,0,0,0
J,2,J,5,3,0,0,0,0,0,0
Q,2,J,5,3,0,0,0,0,0,0
K,2,J,5,3,0,0,0,0,0,0
A,3,J,5,3,0,0,0,0,0,0
2,3,J,5,3,0,0,0,0,0,0
3,3,J,5,3,4,1,0,0,0,1
4,3,J,5,3,0,0,0,0,0,0
5,3,J,5,3,0,0,0,0,0,0
6,3,J,5,3,4,1,0,0,0,1
7,3,J,5,3,4,1,0,0,0,1
8,3,J,5,3,4,1,0,0,0,1
9,3,J,5,3,0,0,0,0,0,0
T,3,J,5,3,0,0,0,0,0,0
J,3,J,5,3,0,0,0,0,0,0
Q,3,J,5,3,0,0,0,0,0,0
K,3,J,5,3,0,0,0,0,0,0
A,4,J,5,3,0,0,0,0,0,0
2,4,J,5,3,0,0,0,0,0,0
3,4,J,5,3,0,0,0,0,0,0
4,4,J,5,3,13,0,1,0,0,1
5,4,J,5,3,4,1,0,0,0,1
6,4,J,5,3,4,1,0,0,0,1
7,4,J,5,3,4,1,0,0,0,1
8,4,J,5,3,0,0,0,0,0,0
9,4,J,5,3,0,0,0,0,0,0
T,4,J,5,3,0,0,0,0,0,0
J,4,J,5,3,0,0,0,0,0,0
Q,4,J,5,3,0,0,0,0,0,0
K,4,J,5,3,0,0,0,0,0,0
A,5,J,5,3,0,0,0,0,0,0
2,5,J,5,3,0,0,0,0,0,0
3,5,J,5,3,0,0,0,0,0,0
4,5,J,5,3,4,1,0,0,0,1
5,5,J,5,3,13,0,1,0,0,1
6,5,J,5,3,4,1,0,0,0,1
7,5,J,5,3,0,0,0,0,0,0
8,5,J,5,3,0,0,0,0,0,0
9,5,J,5,3,0,0,0,0,0,0
T,5,J,5,3,0,0,0,0,0,0
J,5,J,5,3,0,0,0,0,0,0
Q,5,J,5,3,0,0,0,0,0,0
K,5,J,5,3,0,0,0,0,0,0
A,6,J,5,3,0,0,0,0,0,0
2,6,J,5,3,0,0,0,0,0,0
3,6,J,5,3,4,1,0,0,0,1
4,6,J,5,3,4,1,0,0,0,1
5,6,J,5,3,4,1,0,0,0,1
6,6,J,5,3,13,0,1,0,0,1
7,6,J,5,3,0,0,0,0,0,0
8,6,J,5,3,0,0,0,0,0,0
9,6,J,5,3,0,0,0,0,0,0
T,6,J,5,3,0,0,0,0,0,0
J,6,J,5,3,0,0,0,0,0,0
Q,6,J,5,3,0,0,0,0,0,0
K,6,J,5,3,0,0,0,0,0,0
A,7,J,5,3,0,0,0,0,0,0
2,7,J,5,3,4,1,0,0,0,1
3,7,J,5,3,4,1,0,0,0,1
4,7,J,5,3,4,1,0,0,0,1
5,7,J,5,3,0,0,0,0,0,0
6,7,J,5,3,0,0,0,0,0,0
7,7,J,5,3,4,1,0,0,0,1
8,7,J,5,3,0,0,0,0,0,0
9,7,J,5,3,0,0,0,0,0,0
T,7,J,5,3,0,0,0,0,0,0
J,7,J,5,3,0,0,0,0,0,0
Q,7,J,5,3,0,0,0,0,0,0
K,7,J,5,3,0,0,0,0,0,0
A,8,J,5,3,0,0,0,0,0,0
2,8,J,5,3,4,1,0,0,0,1
3,8,J,5,3,4,1,0,0,0,1
4,8,J,5,3,0,0,0,0,0,0
5,8,J,5,3,0,0,0,0,0,0
6,8,J,5,3,0,0,0,0,0,0
7,8,J,5,3,0,0,0,0,0,0
8,8,J,5,3,4,1,0,0,0,1
9,8,J,5,3,0,0,0,0,0,0
T,8,J,5,3,0,0,0,0,0,0
J,8,J,5,3,0,0,0,0,0,0
Q,8,J,5,3,0,0,0,0,0,0
K,8,J,5,3,0,0,0,0,0,0
A,9,J,5,3,0,0,0,0,0,0
2,9,J,5,3,4,1,0,0,0,1
3,9,J,5,3,0,0,0,0,0,0
4,9,J,5,3,0,0,0,0,0,0
5,9,J,5,3,0,0,0,0,0,0
6,9,J,5,3,0,0,0,0,0,0
7,9,J,5,3,0,0,0,0,0,0
8,9,J,5,3,0,0,0,0,0,0
9,9,J,5,3,4,1,0,0,0,1
T,9,J,5,3,0,0,0,0,0,0
J,9,J,5,3,0,0,0,0,0,0
Q,9,J,5,3,0,0,0,0,0,0
K,9,J,5,3,0,0,0,0,0,0
A,T,J,5,3,0,0,0,0,0,0
2,T,J,5,3,0,0,0,0,0,0
3,T,J,5,3,0,0,0,0,0,0
4,T,J,5,3,0,0,0,0,0,0
5,T,J,5,3,0,0,0,0,0,0
6,T,J,5,3,0,0,0,0,0,0
7,T,J,5,3,0,0,0,0,0,0
8,T,J,5,3,0,0,0,0,0,0
9,T,J,5,3,0,0,0,0,0,0
T,T,J,5,3,0,0,0,0,0,0
J,T,J,5,3,0,0,0,0,0,0
Q,T,J,5,3,0,0,0,0,0,0
K,T,J,5,3,0,0,0,0,0,0
A,J,J,5,3,0,0,0,0,0,0
2,J,J,5,3,0,0,0,0,0,0
3,J,J,5,3,0,0,0,0,0,0
4,J,J,5,3,0,0,0,0,0,0
5,J,J,5,3,0,0,0,0,0,0
6,J,J,5,3,0,0,0,0,0,0
7,J,J,5,3,0,0,0,0,0,0
8,J,J,5,3,0,0,0,0,0,0
9,J,J,5,3,0,0,0,0,0,0
T,J,J,5,3,0,0,0,0,0,0
J,J,J,5,3,0,0,0,0,0,0
Q,J,J,5,3,0,0,0,0,0,0
K,J,J,5,3,0,0,0,0,0,0
A,Q,J,5,3,0,0,0,0,0,0
2,Q,J,5,3,0,0,0,0,0,0
3,Q,J,5,3,0,0,0,0,0,0
4,Q,J,5,3,0,0,0,0,0,0
5,Q,J,5,3,0,0,0,0,0,0
6,Q,J,5,3,0,0,0,0,0,0
7,Q,J,5,3,0,0,0,0,0,0
8,Q,J,5,3,0,0,0,0,0,0
9,Q,J,5,3,0,0,0,0,0,0
T,Q,J,5,3,0,0,0,0,0,0
J,Q,J,5,3,0,0,0,0,0,0
Q,Q,J,5,3,0,0,0,0,0,0
K,Q,J,5,3,0,0,0,0,0,0
A,K,J,5,3,0,0,0,0,0,0
2,K,J,5,3,0,0,0,0,0,0
3,K,J,5,3,0,0,0,0,0,0
4,K,J,5,3,0,0,0,0,0,0
5,K,J,5,3,0,0,0,0,0,0
6,K,J,5,3,0,0,0,0,0,0
7,K,J,5,3,0,0,0,0,0,0
8,K,J,5,3,0,0,0,0,0,0
9,K,J,5,3,0,0,0,0,0,0
T,K,J,5,3,0,0,0,0,0,0
J,K,J,5,3,0,0,0,0,0,0
Q,K,J,5,3,0,0,0,0,0,0
K,K,J,5,3,0,0,0,0,0,0
A,A,Q,5,3,4,1,0,0,0,1
2,A,Q,5,3,0,0,0,0,0,0
3,A,Q,5,3,0,0,0,0,0,0
4,A,Q,5,3,0,0,0,0,0,0
5,A,Q,5,3,0,0,0,0,0,0
6,A,Q,5,3,0,0,0,0,0,0
7,A,Q,5,3,0,0,0,0,0,0
8,A,Q,5,3,0,0,0,0,0,0
9,A,Q,5,3,0,0,0,0,0,0
T,A,Q,5,3,0,0,0,0,0,0
J,A,Q,5,3,0,0,0,0,0,0
Q,A,Q,5,3,0,0,0,0,0,0
K,A,Q,5,3,0,0,0,0,0,0
A,2,Q,5,3,0,0,0,0,0,0
2,2,Q,5,3,4,1,0,0,0,1
3,2,Q,5,3,0,0,0,0,0,0
4,2,Q,5,3,0,0,0,0,0,0
5,2,Q,5,3,0,0,0,0,0,0
6,2,Q,5,3,0,0,0,0,0,0
7,2,Q,5,3,4,1,0,0,0,1
8,2,Q,5,3,4,1,0,0,0,1
9,2,Q,5,3,4,1,0,0,0,1
T,2,Q,5,3,0,0,0,0,0,0
J,2,Q,5,3,0,0,0,0,0,0
Q,2,Q,5,3,0,0,0,0,0,0
K,2,Q,5,3,0,0,0,0,0,0
A,3,Q,5,3,0,0,0,0,0,0
2,3,Q,5,3,0,0,0,0,0,0
3,3,Q,5,3,4,1,0,0,0,1
4,3,Q,5,3,0,0,0,0,0,0
5,3,Q,5,3,0,0,0,0,0,0
6,3,Q,5,3,4,1,0,0,0,1
7,3,Q,5,3,4,1,0,0,0,1
8,3,Q,5,3,4,1,0,0,0,1
9,3,Q,5,3,0,0,0,0,0,0
T,3,Q,5,3,0,0,0,0,0,0
J,3,Q,5,3,0,0,0,0,0,0
Q,3,Q,5,3,0,0,0,0,0,0
K,3,Q,5,3,0,0,0,0,0,0
A,4,Q,5,3,0,0,0,0,0,0
2,4,Q,5,3,0,0,0,0,0,0
3,4,Q,5,3,0,0,0,0,0,0
4,4,Q,5,3,13,0,1,0,0,1
5,4,Q,5,3,4,1,0,0,0,1
6,4,Q,5,3,4,1,0,0,0,1
7,4,Q,5,3,4,1,0,0,0,1
8,4,Q,5,3,0,0,0,0,0,0
9,4,Q,5,3,0,0,0,0,0,0
T,4,Q,5,3,0,0,0,0,0,0
J,4,Q,5,3,0,0,0,0,0,0
Q,4,Q,5,3,0,0,0,0,0,0
K,4,Q,5,3,0,0,0,0,0,0
A,5,Q,5,3,0,0,0,0,0,0
2,5,Q,5,3,0,0,0,0,0,0
3,5,Q,5,3,0,0,0,0,0,0
4,5,Q,5,3,4,1,0,0,0,1
5,5,Q,5,3,13,0,1,0,0,1
6,5,Q,5,3,4,1,0,0,0,1
7,5,Q,5,3,0,0,0,0,0,0
8,5,Q,5,3,0,0,0,0,0,0
9,5,Q,5,3,0,0,0,0,0,0
T,5,Q,5,3,0,0,0,0,0,0
J,5,Q,5,3,0,0,0,0,0,0
Q,5,Q,5,3,0,0,0,0,0,0
K,5,Q,5,3,0,0,0,0,0,0
A,6,Q,5,3,0,0,0,0,0,0
2,6,Q,5,3,0,0,0,0,0,0
3,6,Q,5,3,4,1,0,0,0,1
4,6,Q,5,3,4,1,0,0,0,1
5,6,Q,5,3,4,1,0,0,0,1
6,6,Q,5,3,13,0,1,0,0,1
7,6,Q,5,3,0,0,0,0,0,0
8,6,Q,5,3,0,0,0,0,0,0
9,6,Q,5,3,0,0,0,0,0,0
T,6,Q,5,3,0,0,0,0,0,0
J,6,Q,5,3,0,0,0,0,0,0
Q,6,Q,5,3,0,0,0,0,0,0
K,6,Q,5,3,0,0,0,0,0,0
A,7,Q,5,3,0,0,0,0,0,0
2,7,Q,5,3,4,1,0,0,0,1
3,7,Q,5,3,4,1,0,0,0,1
4,7,Q,5,3,4,1,0,0,0,1
5,7,Q,5,3,0,0,0,0,0,0
6,7,Q,5,3,0,0,0,0,0,0
7,7,Q,5,3,4,1,0,0,0,1
8,7,Q,5,3,0,0,0,0,0,0
9,7,Q,5,3,0,0,0,0,0,0
T,7,Q,5,3,0,0,0,0,0,0
J,7,Q,5,3,0,0,0,0,0,0
Q,7,Q,5,3,0,0,0,0,0,0
K,7,Q,5,3,0,0,0,0,0,0
A,8,Q,5,3,0,0,0,0,0,0
2,8,Q,5,3,4,1,0,0,0,1
3,8,Q,5,3,4,1,0,0,0,1
4,8,Q,5,3,0,0,0,0,0,0
5,8,Q,5,3,0,0,0,0,0,0
6,8,Q,5,3,0,0,0,0,0,0
7,8,Q,5,3,0,0,0,0,0,0
8,8,Q,5,3,4,1,0,0,0,1
9,8,Q,5,3,0,0,0,0,0,0
T,8,Q,5,3,0,0,0,0,0,0
J,8,Q,5,3,0,0,0,0,0,0
Q,8,Q,5,3,0,0,0,0,0,0
K,8,Q,5,3,0,0,0,0,0,0
A,9,Q,5,3,0,0,0,0,0,0
2,9,Q,5,3,4,1,0,0,0,1
3,9,Q,5,3,0,0,0,0,0,0
4,9,Q,5,3,0,0,0,0,0,0
5,9,Q,5,3,0,0,0,0,0,0
6,9,Q,5,3,0,0,0,0,0,0
7,9,Q,5,3,0,0,0,0,0,0
8,9,Q,5,3,0,0,0,0,0,0
9,9,Q,5,3,4,1,0,0,0,1
T,9,Q,5,3,0,0,0,0,0,0
J,9,Q,5,3,0,0,0,0,0,0
Q,9,Q,5,3,0,0,0,0,0,0
K,9,Q,5,3,0,0,0,0,0,0
A,T,Q,5,3,0,0,0,0,0,0
2,T,Q,5,3,0,0,0,0,0,0
3,T,Q,5,3,0,0,0,0,0,0
4,T,Q,5,3,0,0,0,0,0,0
5,T,Q,5,3,0,0,0,0,0,0
6,T,Q,5,3,0,0,0,0,0,0
7,T,Q,5,3,0,0,0,0,0,0
8,T,Q,5,3,0,0,0,0,0,0
9,T,Q,5,3,0,0,0,0,0,0
T,T,Q,5,3,0,0,0,0,0,0
J,T,Q,5,3,0,0,0,0,0,0
Q,T,Q,5,3,0,0,0,0,0,0
K,T,Q,5,3,0,0,0,0,0,0
A,J,Q,5,3,0,0,0,0,0,0
2,J,Q,5,3,0,0,0,0,0,0
3,J,Q,5,3,0,0,0,0,0,0
4,J,Q,5,3,0,0,0,0,0,0
5,J,Q,5,3,0,0,0,0,0,0
6,J,Q,5,3,0,0,0,0,0,0
7,J,Q,5,3,0,0,0,0,0,0
8,J,Q,5,3,0,0,0,0,0,0
9,J,Q,5,3,0,0,0,0,0,0
T,J,Q,5,3,0,0,0,0,0,0
J,J,Q,5,3,0,0,0,0,0,0
Q,J,Q,5,3,0,0,0,0,0,0
K,J,Q,5,3,0,0,0,0,0,0
A,Q,Q,5,3,0,0,0,0,0,0
2,Q,Q,5,3,0,0,0,0,0,0
3,Q,Q,5,3,0,0,0,0,0,0
4,Q,Q,5,3,0,0,0,0,0,0
5,Q,Q,5,3,0,0,0,0,0,0
6,Q,Q,5,3,0,0,0,0,0,0
7,Q,Q,5,3,0,0,0,0,0,0
8,Q,Q,5,3,0,0,0,0,0,0
9,Q,Q,5,3,0,0,0,0,0,0
T,Q,Q,5,3,0,0,0,0,0,0
J,Q,Q,5,3,0,0,0,0,0,0
